Profit,Segment,Category
($4.49),Consumer,Office Supplies
($6.24),Corporate,Office Supplies
($6.51),Consumer,Office Supplies
($533.73),Consumer,Office Supplies
($13.90),Corporate,Office Supplies
($172.56),Home Office,Office Supplies
($5.89),Corporate,Office Supplies
($3.38),Consumer,Office Supplies
($3.82),Home Office,Office Supplies
($1.93),Corporate,Office Supplies
($3.43),Consumer,Office Supplies
($18.87),Consumer,Office Supplies
($21.17),Consumer,Office Supplies
($4.22),Consumer,Office Supplies
($320.24),Consumer,Office Supplies
($79.34),Consumer,Office Supplies
($32.09),Consumer,Office Supplies
($14.57),Corporate,Office Supplies
($1.89),Consumer,Office Supplies
($4.71),Consumer,Office Supplies
($4.99),Consumer,Office Supplies
($17.25),Consumer,Office Supplies
($2.03),Consumer,Office Supplies
"($1,850.95)",Consumer,Office Supplies
($4.85),Consumer,Office Supplies
($1.73),Consumer,Office Supplies
($33.14),Consumer,Office Supplies
($11.46),Consumer,Office Supplies
($40.65),Corporate,Office Supplies
($13.62),Consumer,Office Supplies
($10.21),Corporate,Office Supplies
($66.51),Home Office,Office Supplies
($20.17),Corporate,Office Supplies
($53.07),Corporate,Office Supplies
($17.05),Home Office,Office Supplies
($1.40),Corporate,Office Supplies
($5.85),Consumer,Office Supplies
($11.00),Consumer,Office Supplies
($13.90),Home Office,Office Supplies
($2.16),Consumer,Office Supplies
($2.15),Corporate,Office Supplies
($13.65),Corporate,Office Supplies
($12.08),Consumer,Office Supplies
($16.88),Consumer,Office Supplies
($4.36),Home Office,Office Supplies
($5.82),Home Office,Office Supplies
($417.09),Consumer,Office Supplies
($45.84),Home Office,Office Supplies
($336.63),Corporate,Office Supplies
($8.03),Consumer,Office Supplies
($44.28),Corporate,Office Supplies
($9.56),Corporate,Office Supplies
($6.02),Consumer,Office Supplies
($18.53),Corporate,Office Supplies
($44.28),Consumer,Office Supplies
($4.78),Consumer,Office Supplies
($52.63),Consumer,Office Supplies
($3.66),Corporate,Office Supplies
"($1,480.03)",Consumer,Office Supplies
($1.97),Consumer,Office Supplies
($22.04),Home Office,Office Supplies
($11.08),Consumer,Office Supplies
($5.09),Consumer,Office Supplies
($6.24),Consumer,Office Supplies
($9.16),Corporate,Office Supplies
($22.51),Corporate,Office Supplies
($13.73),Corporate,Office Supplies
($21.68),Consumer,Office Supplies
($16.54),Consumer,Office Supplies
($6.90),Consumer,Office Supplies
($10.39),Corporate,Office Supplies
($15.13),Consumer,Office Supplies
($6.36),Consumer,Office Supplies
($10.65),Corporate,Office Supplies
($3.29),Corporate,Office Supplies
($17.66),Corporate,Office Supplies
($10.42),Corporate,Office Supplies
($6.24),Consumer,Office Supplies
($20.14),Consumer,Office Supplies
($49.92),Corporate,Office Supplies
($25.22),Home Office,Office Supplies
($7.82),Home Office,Office Supplies
($3.90),Consumer,Office Supplies
($17.29),Consumer,Office Supplies
($18.80),Corporate,Office Supplies
($2.21),Consumer,Office Supplies
($1.96),Consumer,Office Supplies
($4.40),Consumer,Office Supplies
($9.56),Home Office,Office Supplies
($3.52),Consumer,Office Supplies
($5.64),Corporate,Office Supplies
($4.82),Home Office,Office Supplies
"($2,287.78)",Consumer,Office Supplies
($6.29),Home Office,Office Supplies
($2.18),Corporate,Office Supplies
($512.15),Consumer,Office Supplies
($3.41),Consumer,Office Supplies
($9.63),Consumer,Office Supplies
($6.73),Consumer,Office Supplies
($9.81),Consumer,Office Supplies
($52.45),Consumer,Office Supplies
($6.63),Consumer,Office Supplies
($6.86),Home Office,Office Supplies
($426.99),Consumer,Office Supplies
($68.19),Corporate,Office Supplies
($6.08),Consumer,Office Supplies
($17.25),Consumer,Office Supplies
($3.24),Corporate,Office Supplies
($8.32),Consumer,Office Supplies
($10.15),Home Office,Office Supplies
($19.17),Corporate,Office Supplies
($1.57),Corporate,Office Supplies
($18.25),Consumer,Office Supplies
($8.11),Home Office,Office Supplies
($6.93),Home Office,Office Supplies
($59.37),Consumer,Office Supplies
($65.57),Consumer,Office Supplies
($5.07),Consumer,Office Supplies
($1.83),Corporate,Office Supplies
($1.48),Consumer,Office Supplies
($9.71),Consumer,Office Supplies
($22.68),Consumer,Office Supplies
($4.99),Consumer,Office Supplies
($3.04),Consumer,Office Supplies
($25.00),Consumer,Office Supplies
($8.47),Consumer,Office Supplies
($11.52),Home Office,Office Supplies
($13.68),Corporate,Office Supplies
($39.80),Consumer,Office Supplies
($19.81),Consumer,Office Supplies
($10.34),Consumer,Office Supplies
($14.17),Home Office,Office Supplies
"($1,141.47)",Corporate,Office Supplies
($13.34),Home Office,Office Supplies
($2.67),Home Office,Office Supplies
($2.54),Corporate,Office Supplies
($13.17),Corporate,Office Supplies
($32.99),Consumer,Office Supplies
($20.44),Corporate,Office Supplies
($27.79),Corporate,Office Supplies
($1.93),Consumer,Office Supplies
($9.16),Corporate,Office Supplies
($2.84),Consumer,Office Supplies
($51.30),Consumer,Office Supplies
($47.00),Corporate,Office Supplies
($13.19),Home Office,Office Supplies
($2.32),Home Office,Office Supplies
($6.42),Home Office,Office Supplies
($11.02),Home Office,Office Supplies
($0.95),Corporate,Office Supplies
($6.90),Corporate,Office Supplies
($2.29),Corporate,Office Supplies
($11.59),Corporate,Office Supplies
($9.66),Corporate,Office Supplies
($17.47),Home Office,Office Supplies
"($3,701.89)",Consumer,Office Supplies
($26.85),Consumer,Office Supplies
($13.32),Consumer,Office Supplies
($31.01),Consumer,Office Supplies
($26.23),Consumer,Office Supplies
($35.82),Corporate,Office Supplies
$178.90,Corporate,Office Supplies
"($3,839.99)",Corporate,Technology
($111.50),Corporate,Technology
$680.00,Corporate,Technology
$107.35,Consumer,Office Supplies
($8.38),Home Office,Technology
($27.83),Corporate,Technology
($64.00),Corporate,Technology
$29.74,Corporate,Office Supplies
$152.09,Home Office,Technology
($16.43),Home Office,Technology
"($1,811.08)",Home Office,Technology
($27.83),Consumer,Technology
"($3,399.98)",Home Office,Technology
($13.55),Consumer,Office Supplies
($46.00),Corporate,Technology
$23.40,Consumer,Office Supplies
$18.46,Corporate,Office Supplies
($15.18),Consumer,Technology
($944.99),Consumer,Technology
$72.36,Consumer,Office Supplies
($15.00),Corporate,Technology
$37.23,Home Office,Office Supplies
($52.96),Consumer,Office Supplies
$5.23,Corporate,Office Supplies
($1.98),Consumer,Technology
$93.58,Consumer,Office Supplies
($386.96),Corporate,Technology
$71.16,Consumer,Office Supplies
($479.99),Home Office,Technology
($272.58),Consumer,Technology
($13.33),Corporate,Technology
($21.95),Consumer,Technology
$245.70,Home Office,Office Supplies
($938.28),Home Office,Technology
($572.00),Consumer,Technology
$41.50,Home Office,Office Supplies
($191.62),Home Office,Office Supplies
$137.26,Home Office,Technology
$48.33,Corporate,Office Supplies
($251.99),Consumer,Technology
($7.20),Consumer,Technology
$12.38,Corporate,Office Supplies
$53.98,Consumer,Office Supplies
$46.79,Corporate,Office Supplies
($1.83),Home Office,Technology
$7.10,Consumer,Furniture
($96.11),Consumer,Furniture
($312.06),Home Office,Furniture
($50.10),Home Office,Furniture
$102.50,Consumer,Furniture
($18.19),Home Office,Furniture
($70.10),Consumer,Furniture
($90.25),Home Office,Furniture
$97.65,Corporate,Furniture
($18.09),Corporate,Furniture
($27.13),Corporate,Furniture
($14.48),Corporate,Furniture
($7.77),Consumer,Furniture
($12.08),Corporate,Furniture
($7.71),Corporate,Furniture
$31.94,Home Office,Furniture
($19.77),Consumer,Furniture
$48.31,Consumer,Furniture
$8.10,Consumer,Furniture
$68.33,Consumer,Furniture
($8.92),Corporate,Furniture
($5.83),Consumer,Furniture
($92.80),Consumer,Furniture
($182.35),Consumer,Furniture
($4.86),Consumer,Furniture
$0.00,Consumer,Furniture
($6.81),Consumer,Furniture
$140.40,Consumer,Furniture
($66.06),Consumer,Furniture
($14.87),Consumer,Furniture
$10.65,Consumer,Furniture
($7.10),Corporate,Furniture
($1.07),Consumer,Furniture
$209.27,Corporate,Furniture
$8.54,Consumer,Furniture
($172.12),Home Office,Furniture
$169.18,Corporate,Furniture
($19.74),Consumer,Furniture
($292.99),Consumer,Furniture
($26.76),Consumer,Furniture
($2.39),Corporate,Furniture
($3.24),Corporate,Furniture
($1.41),Corporate,Furniture
($163.58),Consumer,Furniture
($23.78),Consumer,Furniture
($110.02),Home Office,Furniture
($4.80),Home Office,Furniture
($7.48),Consumer,Furniture
$0.00,Consumer,Furniture
$15.15,Corporate,Furniture
($302.72),Home Office,Furniture
($31.86),Consumer,Furniture
($33.64),Home Office,Furniture
($8.58),Consumer,Furniture
($3.65),Consumer,Furniture
($12.83),Consumer,Furniture
($38.22),Consumer,Furniture
($47.87),Consumer,Furniture
$6.84,Consumer,Furniture
($40.00),Consumer,Furniture
($35.91),Home Office,Furniture
($126.48),Consumer,Furniture
($52.20),Consumer,Furniture
($250.54),Corporate,Furniture
($30.29),Consumer,Furniture
($78.08),Consumer,Furniture
$31.45,Consumer,Furniture
$10.48,Consumer,Furniture
($30.25),Home Office,Furniture
($12.69),Consumer,Furniture
$12.00,Consumer,Furniture
($786.74),Consumer,Furniture
$16.80,Home Office,Furniture
$27.36,Corporate,Furniture
($14.48),Consumer,Furniture
($4.84),Consumer,Furniture
($20.70),Consumer,Furniture
$20.04,Consumer,Furniture
($98.80),Consumer,Furniture
$200.95,Corporate,Furniture
($6.05),Consumer,Furniture
$20.00,Corporate,Furniture
($13.80),Consumer,Furniture
($18.15),Corporate,Furniture
$18.45,Consumer,Furniture
($240.78),Consumer,Furniture
$20.52,Corporate,Furniture
$3.42,Consumer,Furniture
($36.29),Corporate,Furniture
$24.24,Consumer,Furniture
$6.55,Corporate,Furniture
$85.18,Corporate,Furniture
$225.74,Consumer,Furniture
$75.59,Consumer,Furniture
$34.49,Corporate,Furniture
($143.79),Consumer,Furniture
$3.93,Consumer,Furniture
($356.96),Corporate,Furniture
($29.61),Consumer,Furniture
($152.98),Consumer,Furniture
$6.55,Consumer,Furniture
$35.25,Home Office,Furniture
($320.60),Consumer,Furniture
($183.63),Consumer,Furniture
($4.84),Home Office,Furniture
$210.74,Corporate,Furniture
($384.72),Consumer,Furniture
$14.10,Consumer,Furniture
($128.24),Corporate,Furniture
($12.10),Consumer,Furniture
$70.49,Home Office,Furniture
($103.86),Consumer,Furniture
$14.10,Consumer,Furniture
$15.70,Home Office,Furniture
($12.88),Corporate,Furniture
$42.00,Corporate,Furniture
($363.53),Corporate,Furniture
$140.96,Home Office,Furniture
($191.65),Consumer,Furniture
($12.10),Consumer,Furniture
($190.85),Corporate,Furniture
($247.80),Consumer,Furniture
$5.13,Consumer,Furniture
$28.96,Consumer,Furniture
($30.15),Consumer,Furniture
$21.29,Home Office,Furniture
$25.20,Corporate,Furniture
($29.61),Consumer,Furniture
$28.41,Consumer,Furniture
$7.05,Home Office,Furniture
$84.29,Corporate,Furniture
$160.31,Consumer,Furniture
($40.20),Consumer,Furniture
($383.03),Consumer,Furniture
($407.68),Consumer,Furniture
($161.88),Consumer,Furniture
($102.05),Home Office,Furniture
($248.25),Home Office,Furniture
($297.68),Corporate,Furniture
($157.01),Consumer,Furniture
($814.48),Home Office,Furniture
($94.94),Consumer,Furniture
($153.35),Consumer,Furniture
($167.32),Corporate,Furniture
($204.45),Consumer,Furniture
($264.92),Consumer,Furniture
($430.62),Corporate,Furniture
($42.65),Corporate,Furniture
($204.45),Consumer,Furniture
($31.37),Consumer,Furniture
($465.57),Corporate,Furniture
($110.76),Consumer,Furniture
($48.78),Consumer,Furniture
($13.98),Consumer,Furniture
($347.12),Corporate,Furniture
($99.27),Consumer,Furniture
($19.92),Consumer,Furniture
($300.74),Consumer,Furniture
($142.07),Consumer,Furniture
($130.01),Consumer,Furniture
($170.80),Consumer,Furniture
($15.58),Consumer,Furniture
($29.32),Corporate,Furniture
$20.97,Consumer,Furniture
($4.03),Corporate,Furniture
($36.11),Home Office,Furniture
($525.64),Home Office,Furniture
($192.05),Corporate,Furniture
($448.90),Consumer,Furniture
($60.61),Consumer,Furniture
($120.51),Corporate,Furniture
($28.22),Corporate,Furniture
($209.77),Consumer,Furniture
($248.17),Consumer,Furniture
($37.11),Corporate,Furniture
($653.28),Consumer,Furniture
"($1,002.78)",Home Office,Furniture
($218.87),Corporate,Furniture
($264.22),Home Office,Furniture
($184.84),Consumer,Furniture
($299.26),Consumer,Furniture
($147.87),Corporate,Furniture
($38.85),Consumer,Furniture
($304.67),Home Office,Furniture
($185.72),Home Office,Furniture
($24.10),Corporate,Furniture
($149.63),Consumer,Furniture
($135.09),Consumer,Furniture
($114.35),Consumer,Furniture
($175.26),Consumer,Furniture
($420.00),Corporate,Furniture
($105.32),Home Office,Furniture
$0.00,Home Office,Furniture
($52.66),Home Office,Furniture
($292.10),Corporate,Furniture
($47.18),Consumer,Furniture
($255.59),Corporate,Furniture
($23.94),Consumer,Furniture
($188.70),Consumer,Furniture
($76.61),Consumer,Furniture
($458.15),Consumer,Furniture
($47.18),Consumer,Furniture
($47.06),Consumer,Furniture
($199.51),Corporate,Furniture
($13.76),Corporate,Furniture
($127.58),Corporate,Furniture
($28.22),Corporate,Furniture
($538.45),Consumer,Furniture
($249.32),Consumer,Furniture
($968.88),Corporate,Furniture
($45.83),Corporate,Furniture
($76.95),Consumer,Furniture
($213.56),Corporate,Furniture
"($1,862.31)",Consumer,Furniture
($11.34),Consumer,Furniture
($244.32),Corporate,Furniture
($950.40),Corporate,Technology
($383.99),Consumer,Technology
($48.70),Home Office,Furniture
($15.62),Consumer,Furniture
($13.32),Consumer,Furniture
($2.06),Consumer,Furniture
($24.24),Consumer,Furniture
($54.60),Consumer,Furniture
($935.96),Corporate,Technology
"($2,639.99)",Consumer,Technology
($12.06),Home Office,Furniture
($12.06),Home Office,Furniture
($7.10),Consumer,Furniture
($34.92),Corporate,Furniture
($15.47),Home Office,Furniture
($51.98),Consumer,Furniture
($24.28),Consumer,Technology
($9.11),Consumer,Furniture
($7.86),Consumer,Furniture
($137.53),Corporate,Furniture
($21.07),Consumer,Furniture
$0.00,Consumer,Furniture
($12.84),Consumer,Furniture
($167.99),Consumer,Furniture
($42.75),Corporate,Furniture
($43.44),Corporate,Furniture
($199.62),Corporate,Furniture
($1.22),Consumer,Furniture
"($6,599.98)",Consumer,Technology
($35.51),Home Office,Furniture
($71.40),Consumer,Technology
($376.69),Corporate,Furniture
($241.18),Consumer,Furniture
($64.94),Corporate,Furniture
($12.85),Home Office,Furniture
($86.06),Corporate,Furniture
($164.95),Consumer,Technology
($11.99),Corporate,Technology
($14.70),Corporate,Technology
($75.83),Corporate,Furniture
$15.99,Consumer,Technology
($27.00),Consumer,Technology
($9.87),Home Office,Technology
($27.72),Corporate,Technology
$70.00,Corporate,Technology
($0.64),Home Office,Technology
($58.13),Home Office,Furniture
($40.47),Consumer,Technology
($69.89),Corporate,Furniture
($168.96),Consumer,Technology
($92.70),Corporate,Technology
($122.88),Consumer,Furniture
$192.00,Consumer,Technology
($27.00),Consumer,Technology
($89.09),Consumer,Technology
($104.67),Consumer,Furniture
($100.79),Consumer,Technology
($36.25),Consumer,Technology
($35.62),Corporate,Technology
$94.49,Consumer,Technology
($15.58),Corporate,Technology
($255.74),Consumer,Technology
($17.00),Consumer,Technology
($103.99),Home Office,Furniture
($253.43),Home Office,Technology
($9.79),Home Office,Technology
($209.99),Corporate,Technology
($81.00),Consumer,Technology
($189.32),Home Office,Furniture
$110.00,Consumer,Technology
($34.31),Consumer,Technology
($2.08),Consumer,Technology
($52.64),Home Office,Technology
($250.40),Consumer,Technology
($15.48),Consumer,Furniture
($9.18),Corporate,Technology
($44.99),Corporate,Technology
($52.34),Consumer,Furniture
($147.87),Corporate,Furniture
($47.03),Consumer,Technology
($20.24),Home Office,Technology
($231.41),Corporate,Furniture
($36.95),Consumer,Technology
($107.99),Consumer,Technology
($10.05),Consumer,Technology
($734.53),Corporate,Furniture
($56.31),Consumer,Technology
($81.66),Home Office,Technology
($94.66),Consumer,Furniture
($377.99),Consumer,Technology
($464.70),Corporate,Furniture
($7.40),Consumer,Technology
($56.31),Corporate,Technology
($49.44),Corporate,Technology
($25.20),Corporate,Technology
($106.39),Home Office,Furniture
($11.52),Home Office,Technology
$4.05,Consumer,Technology
$75.00,Corporate,Technology
($43.12),Corporate,Technology
$2.64,Corporate,Technology
($21.42),Corporate,Technology
